lemma,list,rank
carefully,NGSL,1384
pack,NGSL,1385
recall,NGSL,1386
wine,NGSL,1387
camera,NGSL,1388
swim,NGSL,1389
manufacture,NGSL,1390
theater,NGSL,1391
cycle,NGSL,1392
coffee,NGSL,1393
totally,NGSL,1394
museum,NGSL,1395
visitor,NGSL,1396
freedom,NGSL,1397
construction,NGSL,1398
dear,NGSL,1399
objective,NGSL,1400
moreover,NGSL,1401
onto,NGSL,1402
historical,NGSL,1403
oppose,NGSL,1404
branch,NGSL,1405
vehicle,NGSL,1406
scientist,NGSL,1407
route,NGSL,1408
bind,NGSL,1409
belong,NGSL,1410
taste,NGSL,1411
tonight,NGSL,1412
fashion,NGSL,1413
danger,NGSL,1414
bomb,NGSL,1415
army,NGSL,1416
dangerous,NGSL,1417
decrease,NGSL,1418
hurt,NGSL,1419
council,NGSL,1420
editor,NGSL,1421
normally,NGSL,1422
sight,NGSL,1423
generate,NGSL,1424
gift,NGSL,1425
delivery,NGSL,1426
deny,NGSL,1427
guest,NGSL,1428
anybody,NGSL,1429
bedroom,NGSL,1430
quote,NGSL,1431
climb,NGSL,1432
basically,NGSL,1433
violence,NGSL,1434
minister,NGSL,1435
mainly,NGSL,1436
mouth,NGSL,1437
noise,NGSL,1438
manner,NGSL,1439
gun,NGSL,1440
square,NGSL,1441
occasion,NGSL,1442
familiar,NGSL,1443
ignore,NGSL,1444
destroy,NGSL,1445
affair,NGSL,1446
civil,NGSL,1447
locate,NGSL,1448
citizen,NGSL,1449
temperature,NGSL,1450
gold,NGSL,1451
domestic,NGSL,1452
load,NGSL,1453
belief,NGSL,1454
troop,NGSL,1455
technical,NGSL,1456
remind,NGSL,1457
arrangement,NGSL,1458
skin,NGSL,1459
prison,NGSL,1460
switch,NGSL,1461
acquire,NGSL,1462
corporate,NGSL,1463
fairly,NGSL,1464
wood,NGSL,1465
participate,NGSL,1466
tough,NGSL,1467
tear,NGSL,1468
representative,NGSL,1469
capacity,NGSL,1470
border,NGSL,1471
shake,NGSL,1472
assessment,NGSL,1473
shoe,NGSL,1474
ought,NGSL,1475
ad,NGSL,1476
fee,NGSL,1477
hall,NGSL,1478
regulation,NGSL,1479
escape,NGSL,1480
studio,NGSL,1481
proper,NGSL,1482
relax,NGSL,1483
tourist,NGSL,1484
component,NGSL,1485
afford,NGSL,1486
lawyer,NGSL,1487
suspect,NGSL,1488
cup,NGSL,1489
description,NGSL,1490
confidence,NGSL,1491
industrial,NGSL,1492
complain,NGSL,1493
perspective,NGSL,1494
error,NGSL,1495
arrest,NGSL,1496
assess,NGSL,1497
register,NGSL,1498
asset,NGSL,1499
signal,NGSL,1500
finger,NGSL,1501
relevant,NGSL,1502
explore,NGSL,1503
leadership,NGSL,1504
commitment,NGSL,1505
wake,NGSL,1506
necessarily,NGSL,1507
bright,NGSL,1508
frame,NGSL,1509
slowly,NGSL,1510
bond,NGSL,1511
hire,NGSL,1512
hole,NGSL,1513
tie,NGSL,1514
internal,NGSL,1515
chain,NGSL,1516
literature,NGSL,1517
victim,NGSL,1518
threaten,NGSL,1519
division,NGSL,1520
secure,NGSL,1521
amaze,NGSL,1522
device,NGSL,1523
birth,NGSL,1524
forest,NGSL,1525
label,NGSL,1526
root,NGSL,1527
factory,NGSL,1528
expense,NGSL,1529
channel,NGSL,1530
investigate,NGSL,1531
recommendation,NGSL,1532
rank,NGSL,1533
typical,NGSL,1534
west,NGSL,1535
friendly,NGSL,1536
resident,NGSL,1537
provision,NGSL,1538
concentrate,NGSL,1539
plenty,NGSL,1540
export,NGSL,1541
entirely,NGSL,1542
strongly,NGSL,1543
bridge,NGSL,1544
consist,NGSL,1545
graduate,NGSL,1546
brand,NGSL,1547
moral,NGSL,1548
insist,NGSL,1549
combination,NGSL,1550
abuse,NGSL,1551
ice,NGSL,1552
principal,NGSL,1553
master,NGSL,1554
definitely,NGSL,1555
session,NGSL,1556
grade,NGSL,1557
nevertheless,NGSL,1558
predict,NGSL,1559
previously,NGSL,1560
protection,NGSL,1561
largely,NGSL,1562
wed,NGSL,1563
rent,NGSL,1564
shot,NGSL,1565
appearance,NGSL,1566
reasonable,NGSL,1567
guarantee,NGSL,1568
till,NGSL,1569
theme,NGSL,1570
judgment,NGSL,1571
odd,NGSL,1572
approve,NGSL,1573
loan,NGSL,1574
definition,NGSL,1575
elect,NGSL,1576
atmosphere,NGSL,1577
farmer,NGSL,1578
comparison,NGSL,1579
characteristic,NGSL,1580
license,NGSL,1581
rely,NGSL,1582
narrow,NGSL,1583
succeed,NGSL,1584
identity,NGSL,1585
desk,NGSL,1586
permit,NGSL,1587
seriously,NGSL,1588
wild,NGSL,1589
empty,NGSL,1590
commission,NGSL,1591
unique,NGSL,1592
association,NGSL,1593
instrument,NGSL,1594
investor,NGSL,1595
practical,NGSL,1596
tea,NGSL,1597
lovely,NGSL,1598
soft,NGSL,1599
row,NGSL,1600
youth,NGSL,1601
lock,NGSL,1602
fuel,NGSL,1603
expectation,NGSL,1604
employment,NGSL,1605
celebrate,NGSL,1606
sexual,NGSL,1607
shoulder,NGSL,1608
breath,NGSL,1609
increasingly,NGSL,1610
import,NGSL,1611
bottle,NGSL,1612
ourselves,NGSL,1613
sheet,NGSL,1614
engine,NGSL,1615
cast,NGSL,1616
notion,NGSL,1617
conservative,NGSL,1618
journey,NGSL,1619
opposition,NGSL,1620
relief,NGSL,1621
debt,NGSL,1622
honor,NGSL,1623
outcome,NGSL,1624
blame,NGSL,1625
explanation,NGSL,1626
arise,NGSL,1627
musical,NGSL,1628
recover,NGSL,1629
dad,NGSL,1630
stretch,NGSL,1631
declare,NGSL,1632
retire,NGSL,1633
tiny,NGSL,1634
careful,NGSL,1635
suitable,NGSL,1636
native,NGSL,1637
fruit,NGSL,1638
analyze,NGSL,1639
witness,NGSL,1640
mail,NGSL,1641
terrible,NGSL,1642
researcher,NGSL,1643
ordinary,NGSL,1644
selection,NGSL,1645
anywhere,NGSL,1646
mental,NGSL,1647
participant,NGSL,1648
vision,NGSL,1649
personality,NGSL,1650
specifically,NGSL,1651
fat,NGSL,1652
entry,NGSL,1653
fellow,NGSL,1654
chemical,NGSL,1655
capture,NGSL,1656
tip,NGSL,1657
discount,NGSL,1658
peak,NGSL,1659
chairman,NGSL,1660
proportion,NGSL,1661
ear,NGSL,1662
disappear,NGSL,1663
shout,NGSL,1664
yard,NGSL,1665
constant,NGSL,1666
significantly,NGSL,1667
hill,NGSL,1668
considerable,NGSL,1669
instruction,NGSL,1670
intelligence,NGSL,1671
ideal,NGSL,1672
folk,NGSL,1673
surely,NGSL,1674
guard,NGSL,1675
cat,NGSL,1676
somewhat,NGSL,1677
kiss,NGSL,1678
presentation,NGSL,1679
joint,NGSL,1680
compete,NGSL,1681
poll,NGSL,1682
weak,NGSL,1683
faith,NGSL,1684
reduction,NGSL,1685
reserve,NGSL,1686
complaint,NGSL,1687
bore,NGSL,1688
mission,NGSL,1689
somehow,NGSL,1690
tone,NGSL,1691
neighborhood,NGSL,1692
passenger,NGSL,1693
justice,NGSL,1694
phase,NGSL,1695
thin,NGSL,1696
rush,NGSL,1697
formal,NGSL,1698
religion,NGSL,1699
employer,NGSL,1700
reject,NGSL,1701
latter,NGSL,1702
plate,NGSL,1703
ban,NGSL,1704
steal,NGSL,1705
protest,NGSL,1706
index,NGSL,1707
sad,NGSL,1708
frequently,NGSL,1709
circle,NGSL,1710
helpful,NGSL,1711
command,NGSL,1712
attractive,NGSL,1713
sick,NGSL,1714
impression,NGSL,1715
unable,NGSL,1716
joke,NGSL,1717
sky,NGSL,1718
column,NGSL,1719
electronic,NGSL,1720
impose,NGSL,1721
criminal,NGSL,1722
besides,NGSL,1723
properly,NGSL,1724
ancient,NGSL,1725
coast,NGSL,1726
ill,NGSL,1727
kick,NGSL,1728
closely,NGSL,1729
multiple,NGSL,1730
yield,NGSL,1731
via,NGSL,1732
legislation,NGSL,1733
county,NGSL,1734
unlike,NGSL,1735
mobile,NGSL,1736
assistant,NGSL,1737
implement,NGSL,1738
chart,NGSL,1739
attach,NGSL,1740
hell,NGSL,1741
everywhere,NGSL,1742
advise,NGSL,1743
household,NGSL,1744
acknowledge,NGSL,1745
reward,NGSL,1746
east,NGSL,1747
hat,NGSL,1748
academic,NGSL,1749
voter,NGSL,1750
meanwhile,NGSL,1751
furthermore,NGSL,1752
accuse,NGSL,1753
scientific,NGSL,1754
wage,NGSL,1755
absence,NGSL,1756
construct,NGSL,1757
remark,NGSL,1758
medicine,NGSL,1759
professor,NGSL,1760
rare,NGSL,1761
intention,NGSL,1762
dozen,NGSL,1763
settlement,NGSL,1764
gap,NGSL,1765
widely,NGSL,1766
minimum,NGSL,1767
northern,NGSL,1768
estate,NGSL,1769
equally,NGSL,1770
expose,NGSL,1771
alive,NGSL,1772
shut,NGSL,1773
victory,NGSL,1774
resolve,NGSL,1775
critic,NGSL,1776
variable,NGSL,1777
enormous,NGSL,1778
sweet,NGSL,1779
permanent,NGSL,1780
emotion,NGSL,1781
pursue,NGSL,1782
tall,NGSL,1783
urge,NGSL,1784
enemy,NGSL,1785
appoint,NGSL,1786
milk,NGSL,1787
talent,NGSL,1788
smell,NGSL,1789
prior,NGSL,1790
priority,NGSL,1791
online,NGSL,1792
phrase,NGSL,1793
pilot,NGSL,1794
stable,NGSL,1795
merely,NGSL,1796
resolution,NGSL,1797
communicate,NGSL,1798
injury,NGSL,1799
vast,NGSL,1800
exhibition,NGSL,1801
producer,NGSL,1802
regional,NGSL,1803
immediate,NGSL,1804
incident,NGSL,1805
childhood,NGSL,1806
draft,NGSL,1807
slip,NGSL,1808
accompany,NGSL,1809
politician,NGSL,1810
angry,NGSL,1811
knock,NGSL,1812
seed,NGSL,1813
salary,NGSL,1814
illustrate,NGSL,1815
imply,NGSL,1816
breakfast,NGSL,1817
temporary,NGSL,1818
liberal,NGSL,1819
lake,NGSL,1820
qualify,NGSL,1821
competitive,NGSL,1822
truly,NGSL,1823
hi,NGSL,1824
yellow,NGSL,1825
habit,NGSL,1826
disk,NGSL,1827
core,NGSL,1828
emotional,NGSL,1829
aircraft,NGSL,1830
self,NGSL,1831
metal,NGSL,1832
existence,NGSL,1833
bone,NGSL,1834
panel,NGSL,1835
prime,NGSL,1836
appointment,NGSL,1837
emphasize,NGSL,1838
maximum,NGSL,1839
effectively,NGSL,1840
elsewhere,NGSL,1841
bother,NGSL,1842
initiative,NGSL,1843
sharp,NGSL,1844
diet,NGSL,1845
motion,NGSL,1846
gray,NGSL,1847
plastic,NGSL,1848
complicate,NGSL,1849
discipline,NGSL,1850
disappoint,NGSL,1851
boss,NGSL,1852
assumption,NGSL,1853
freeze,NGSL,1854
extreme,NGSL,1855
passage,NGSL,1856
reputation,NGSL,1857
forth,NGSL,1858
negotiation,NGSL,1859
mechanism,NGSL,1860
coat,NGSL,1861
democracy,NGSL,1862
pocket,NGSL,1863
lucky,NGSL,1864
crash,NGSL,1865
observation,NGSL,1866
meat,NGSL,1867
concentration,NGSL,1868
implication,NGSL,1869
deserve,NGSL,1870
unusual,NGSL,1871
defend,NGSL,1872
classic,NGSL,1873
king,NGSL,1874
interaction,NGSL,1875
repair,NGSL,1876
collapse,NGSL,1877
borrow,NGSL,1878
fundamental,NGSL,1879
dish,NGSL,1880
abroad,NGSL,1881
soul,NGSL,1882
capable,NGSL,1883
defeat,NGSL,1884
presidential,NGSL,1885
perfectly,NGSL,1886
enhance,NGSL,1887
proud,NGSL,1888
emergency,NGSL,1889
educational,NGSL,1890
distinguish,NGSL,1891
substantial,NGSL,1892
nearby,NGSL,1893
manufacturer,NGSL,1894
slide,NGSL,1895
valuable,NGSL,1896
personally,NGSL,1897
breast,NGSL,1898
cope,NGSL,1899
approximately,NGSL,1900
accommodation,NGSL,1901
highlight,NGSL,1902
reporter,NGSL,1903
climate,NGSL,1904
shirt,NGSL,1905
exception,NGSL,1906
corporation,NGSL,1907
chip,NGSL,1908
winner,NGSL,1909
encounter,NGSL,1910
brown,NGSL,1911
breathe,NGSL,1912
excuse,NGSL,1913
partly,NGSL,1914
tennis,NGSL,1915
urban,NGSL,1916
confuse,NGSL,1917
southern,NGSL,1918
output,NGSL,1919
beauty,NGSL,1920
massive,NGSL,1921
install,NGSL,1922
calculate,NGSL,1923
mouse,NGSL,1924
mathematics,NGSL,1925
upper,NGSL,1926
creation,NGSL,1927
occupy,NGSL,1928
outline,NGSL,1929
sufficient,NGSL,1930
update,NGSL,1931
luck,NGSL,1932
preserve,NGSL,1933
split,NGSL,1934
swing,NGSL,1935
illness,NGSL,1936
journalist,NGSL,1937
sudden,NGSL,1938
advertisement,NGSL,1939
consistent,NGSL,1940
originally,NGSL,1941
aside,NGSL,1942
comfort,NGSL,1943
secondly,NGSL,1944
severe,NGSL,1945
gene,NGSL,1946
prospect,NGSL,1947
snow,NGSL,1948
plot,NGSL,1949
neck,NGSL,1950
criterion,NGSL,1951
primarily,NGSL,1952
integrate,NGSL,1953
criticism,NGSL,1954
convention,NGSL,1955
bet,NGSL,1956
retain,NGSL,1957
sequence,NGSL,1958
plain,NGSL,1959
volunteer,NGSL,1960
rural,NGSL,1961
calm,NGSL,1962
abandon,NGSL,1963
examination,NGSL,1964
silence,NGSL,1965
rapidly,NGSL,1966
efficient,NGSL,1967
revolution,NGSL,1968
delight,NGSL,1969
spell,NGSL,1970
premise,NGSL,1971
lean,NGSL,1972
dramatic,NGSL,1973
differ,NGSL,1974
grateful,NGSL,1975
protein,NGSL,1976
bike,NGSL,1977
distribute,NGSL,1978
intellectual,NGSL,1979
derive,NGSL,1980
crucial,NGSL,1981
unemployment,NGSL,1982
wheel,NGSL,1983
crop,NGSL,1984
minority,NGSL,1985
origin,NGSL,1986
interpretation,NGSL,1987
gentleman,NGSL,1988
drama,NGSL,1989
landscape,NGSL,1990
educate,NGSL,1991
toy,NGSL,1992
fault,NGSL,1993
exhibit,NGSL,1994
minor,NGSL,1995
hunt,NGSL,1996
storm,NGSL,1997
thick,NGSL,1998
achievement,NGSL,1999
negotiate,NGSL,2000
dominate,NGSL,2001
supplier,NGSL,2002
prize,NGSL,2003
typically,NGSL,2004
peer,NGSL,2005
pension,NGSL,2006
wing,NGSL,2007
acquisition,NGSL,2008
laughter,NGSL,2009
deeply,NGSL,2010
recognition,NGSL,2011
electricity,NGSL,2012
assistance,NGSL,2013
roof,NGSL,2014
retirement,NGSL,2015
respectively,NGSL,2016
variation,NGSL,2017
ultimately,NGSL,2018
proof,NGSL,2019
soil,NGSL,2020
smart,NGSL,2021
layer,NGSL,2022
upset,NGSL,2023
tooth,NGSL,2024
representation,NGSL,2025
preparation,NGSL,2026
dispute,NGSL,2027
agenda,NGSL,2028
emphasis,NGSL,2029
edition,NGSL,2030
silver,NGSL,2031
entertainment,NGSL,2032
honest,NGSL,2033
undertake,NGSL,2034
retail,NGSL,2035
wire,NGSL,2036
unlikely,NGSL,2037
gay,NGSL,2038
publication,NGSL,2039
slight,NGSL,2040
unknown,NGSL,2041
framework,NGSL,2042
zone,NGSL,2043
restrict,NGSL,2044
trace,NGSL,2045
inch,NGSL,2046
equivalent,NGSL,2047
solid,NGSL,2048
enterprise,NGSL,2049
elderly,NGSL,2050
owe,NGSL,2051
governor,NGSL,2052
uniform,NGSL,2053
port,NGSL,2054
pitch,NGSL,2055
arrival,NGSL,2056
contemporary,NGSL,2057
gate,NGSL,2058
ease,NGSL,2059
beer,NGSL,2060
specialist,NGSL,2061
assure,NGSL,2062
profile,NGSL,2063
mood,NGSL,2064
episode,NGSL,2065
crack,NGSL,2066
numerous,NGSL,2067
submit,NGSL,2068
symptom,NGSL,2069
virtually,NGSL,2070
era,NGSL,2071
coverage,NGSL,2072
tension,NGSL,2073
cable,NGSL,2074
sensitive,NGSL,2075
nervous,NGSL,2076
input,NGSL,2077
isolate,NGSL,2078
prisoner,NGSL,2079
eliminate,NGSL,2080
tight,NGSL,2081
wet,NGSL,2082
secondary,NGSL,2083
welfare,NGSL,2084
recruit,NGSL,2085
exclude,NGSL,2086
string,NGSL,2087
cloud,NGSL,2088
persuade,NGSL,2089
inspire,NGSL,2090
grand,NGSL,2091
hence,NGSL,2092
crew,NGSL,2093
phenomenon,NGSL,2094
pupil,NGSL,2095
false,NGSL,2096
assist,NGSL,2097
restore,NGSL,2098
formula,NGSL,2099
alter,NGSL,2100
perceive,NGSL,2101
routine,NGSL,2102
sink,NGSL,2103
stare,NGSL,2104
anymore,NGSL,2105
hero,NGSL,2106
supporter,NGSL,2107
convert,NGSL,2108
steady,NGSL,2109
meter,NGSL,2110
truck,NGSL,2111
nose,NGSL,2112
beside,NGSL,2113
sail,NGSL,2114
disaster,NGSL,2115
pace,NGSL,2116
heavily,NGSL,2117
devote,NGSL,2118
terrorist,NGSL,2119
justify,NGSL,2120
vital,NGSL,2121
fascinate,NGSL,2122
external,NGSL,2123
spare,NGSL,2124
whenever,NGSL,2125
depression,NGSL,2126
guilty,NGSL,2127
underlie,NGSL,2128
mom,NGSL,2129
distinction,NGSL,2130
satisfaction,NGSL,2131
incorporate,NGSL,2132
pour,NGSL,2133
sweep,NGSL,2134
obligation,NGSL,2135
sir,NGSL,2136
evaluate,NGSL,2137
anger,NGSL,2138
pub,NGSL,2139
perception,NGSL,2140
naturally,NGSL,2141
currency,NGSL,2142
database,NGSL,2143
initially,NGSL,2144
territory,NGSL,2145
stream,NGSL,2146
rarely,NGSL,2147
height,NGSL,2148
apparent,NGSL,2149
western,NGSL,2150
expansion,NGSL,2151
constantly,NGSL,2152
muscle,NGSL,2153
scare,NGSL,2154
badly,NGSL,2155
everyday,NGSL,2156
boundary,NGSL,2157
ratio,NGSL,2158
essay,NGSL,2159
scream,NGSL,2160
withdraw,NGSL,2161
pollution,NGSL,2162
disorder,NGSL,2163
furniture,NGSL,2164
symbol,NGSL,2165
apartment,NGSL,2166
demonstration,NGSL,2167
analyst,NGSL,2168
platform,NGSL,2169
steel,NGSL,2170
cake,NGSL,2171
transform,NGSL,2172
wound,NGSL,2173
restriction,NGSL,2174
foundation,NGSL,2175
designer,NGSL,2176
strain,NGSL,2177
innovation,NGSL,2178
album,NGSL,2179
singer,NGSL,2180
trail,NGSL,2181
trap,NGSL,2182
loose,NGSL,2183
extension,NGSL,2184
wealth,NGSL,2185
gradually,NGSL,2186
tank,NGSL,2187
evil,NGSL,2188
remarkable,NGSL,2189
tune,NGSL,2190
grass,NGSL,2191
invitation,NGSL,2192
transition,NGSL,2193
frighten,NGSL,2194
bid,NGSL,2195
breed,NGSL,2196
extraordinary,NGSL,2197
brilliant,NGSL,2198
adviser,NGSL,2199
stem,NGSL,2200
reverse,NGSL,2201
mode,NGSL,2202
mirror,NGSL,2203
awful,NGSL,2204
pose,NGSL,2205
adjust,NGSL,2206
creative,NGSL,2207
nowadays,NGSL,2208
poem,NGSL,2209
agricultural,NGSL,2210
competitor,NGSL,2211
alcohol,NGSL,2212
festival,NGSL,2213
vegetable,NGSL,2214
van,NGSL,2215
confident,NGSL,2216
planet,NGSL,2217
curve,NGSL,2218
knee,NGSL,2219
overcome,NGSL,2220
web,NGSL,2221
depth,NGSL,2222
entrance,NGSL,2223
log,NGSL,2224
giant,NGSL,2225
god,NGSL,2226
portion,NGSL,2227
substance,NGSL,2228
extensive,NGSL,2229
interpret,NGSL,2230
independence,NGSL,2231
sugar,NGSL,2232
inner,NGSL,2233
harm,NGSL,2234
consult,NGSL,2235
pink,NGSL,2236
shadow,NGSL,2237
strip,NGSL,2238
smooth,NGSL,2239
intervention,NGSL,2240
impress,NGSL,2241
exam,NGSL,2242
vice,NGSL,2243
radical,NGSL,2244
similarly,NGSL,2245
behave,NGSL,2246
loud,NGSL,2247
dimension,NGSL,2248
subsequent,NGSL,2249
infection,NGSL,2250
jacket,NGSL,2251
efficiency,NGSL,2252
dirty,NGSL,2253
statistic,NGSL,2254
regularly,NGSL,2255
resort,NGSL,2256
iron,NGSL,2257
broadcast,NGSL,2258
membership,NGSL,2259
bread,NGSL,2260
blind,NGSL,2261
pure,NGSL,2262
bloody,NGSL,2263
ally,NGSL,2264
quantity,NGSL,2265
bend,NGSL,2266
mature,NGSL,2267
briefly,NGSL,2268
alarm,NGSL,2269
disturb,NGSL,2270
sustain,NGSL,2271
flood,NGSL,2272
poverty,NGSL,2273
crazy,NGSL,2274
cite,NGSL,2275
newly,NGSL,2276
parallel,NGSL,2277
gender,NGSL,2278
sponsor,NGSL,2279
boot,NGSL,2280
accurate,NGSL,2281
dealer,NGSL,2282
button,NGSL,2283
burden,NGSL,2284
desert,NGSL,2285
mate,NGSL,2286
occasionally,NGSL,2287
shareholder,NGSL,2288
bowl,NGSL,2289
discovery,NGSL,2290
resistance,NGSL,2291
bath,NGSL,2292
frequency,NGSL,2293
criticize,NGSL,2294
tap,NGSL,2295
philosophy,NGSL,2296
lip,NGSL,2297
attribute,NGSL,2298
apologize,NGSL,2299
approval,NGSL,2300
grab,NGSL,2301
entitle,NGSL,2302
lend,NGSL,2303
involvement,NGSL,2304
exposure,NGSL,2305
conventional,NGSL,2306
digital,NGSL,2307
translate,NGSL,2308
edit,NGSL,2309
formation,NGSL,2310
deposit,NGSL,2311
pleasant,NGSL,2312
overseas,NGSL,2313
advocate,NGSL,2314
establishment,NGSL,2315
summary,NGSL,2316
rough,NGSL,2317
pen,NGSL,2318
recovery,NGSL,2319
seal,NGSL,2320
tube,NGSL,2321
tower,NGSL,2322
characterize,NGSL,2323
specify,NGSL,2324
exact,NGSL,2325
spin,NGSL,2326
operator,NGSL,2327
infant,NGSL,2328
dig,NGSL,2329
drag,NGSL,2330
mount,NGSL,2331
wrap,NGSL,2332
anticipate,NGSL,2333
dependent,NGSL,2334
specialize,NGSL,2335
angle,NGSL,2336
chicken,NGSL,2337
anxiety,NGSL,2338
virus,NGSL,2339
precisely,NGSL,2340
rival,NGSL,2341
offense,NGSL,2342
detect,NGSL,2343
teenager,NGSL,2344
admire,NGSL,2345
moderate,NGSL,2346
surgery,NGSL,2347
musician,NGSL,2348
significance,NGSL,2349
shower,NGSL,2350
illegal,NGSL,2351
charity,NGSL,2352
universal,NGSL,2353
cigarette,NGSL,2354
constitute,NGSL,2355
adequate,NGSL,2356
consultant,NGSL,2357
historian,NGSL,2358
cousin,NGSL,2359
visual,NGSL,2360
stupid,NGSL,2361
keen,NGSL,2362
ethnic,NGSL,2363
twin,NGSL,2364
clinical,NGSL,2365
eastern,NGSL,2366
forecast,NGSL,2367
segment,NGSL,2368
custom,NGSL,2369
adapt,NGSL,2370
sand,NGSL,2371
cap,NGSL,2372
prompt,NGSL,2373
charm,NGSL,2374
react,NGSL,2375
lecture,NGSL,2376
venture,NGSL,2377
compound,NGSL,2378
rescue,NGSL,2379
mess,NGSL,2380
preference,NGSL,2381
comprehensive,NGSL,2382
incentive,NGSL,2383
league,NGSL,2384
dialog,NGSL,2385
cream,NGSL,2386
rapid,NGSL,2387
cancel,NGSL,2388
regret,NGSL,2389
dismiss,NGSL,2390
margin,NGSL,2391
beneath,NGSL,2392
opponent,NGSL,2393
resist,NGSL,2394
capability,NGSL,2395
absolute,NGSL,2396
correspond,NGSL,2397
stroke,NGSL,2398
dare,NGSL,2399
barrier,NGSL,2400
rid,NGSL,2401
divorce,NGSL,2402
ruin,NGSL,2403
bury,NGSL,2404
counsel,NGSL,2405
tendency,NGSL,2406
frequent,NGSL,2407
motor,NGSL,2408
survival,NGSL,2409
counter,NGSL,2410
possess,NGSL,2411
permission,NGSL,2412
valley,NGSL,2413
float,NGSL,2414
mad,NGSL,2415
greatly,NGSL,2416
visible,NGSL,2417
electric,NGSL,2418
impressive,NGSL,2419
evolution,NGSL,2420
awareness,NGSL,2421
violent,NGSL,2422
slave,NGSL,2423
wealthy,NGSL,2424
architecture,NGSL,2425
acceptable,NGSL,2426
journal,NGSL,2427
coal,NGSL,2428
measurement,NGSL,2429
random,NGSL,2430
successfully,NGSL,2431
depress,NGSL,2432
illustration,NGSL,2433
burst,NGSL,2434
privilege,NGSL,2435
buyer,NGSL,2436
mutual,NGSL,2437
rail,NGSL,2438
motivate,NGSL,2439
laboratory,NGSL,2440
mortgage,NGSL,2441
promotion,NGSL,2442
passion,NGSL,2443
champion,NGSL,2444
fulfill,NGSL,2445
dust,NGSL,2446
dedicate,NGSL,2447
roughly,NGSL,2448
skirt,NGSL,2449
province,NGSL,2450
march,NGSL,2451
evaluation,NGSL,2452
compromise,NGSL,2453
accomplish,NGSL,2454
weakness,NGSL,2455
announcement,NGSL,2456
salt,NGSL,2457
glance,NGSL,2458
opera,NGSL,2459
contest,NGSL,2460
brush,NGSL,2461
embarrass,NGSL,2462
gallery,NGSL,2463
genetic,NGSL,2464
aggressive,NGSL,2465
chest,NGSL,2466
format,NGSL,2467
literary,NGSL,2468
govern,NGSL,2469
embrace,NGSL,2470
praise,NGSL,2471
silent,NGSL,2472
pump,NGSL,2473
publisher,NGSL,2474
celebration,NGSL,2475
golf,NGSL,2476
compensation,NGSL,2477
classical,NGSL,2478
weigh,NGSL,2479
versus,NGSL,2480
deficit,NGSL,2481
modify,NGSL,2482
flash,NGSL,2483
friendship,NGSL,2484
profession,NGSL,2485
literally,NGSL,2486
equation,NGSL,2487
gesture,NGSL,2488
entertain,NGSL,2489
fantastic,NGSL,2490
assign,NGSL,2491
inflation,NGSL,2492
historic,NGSL,2493
injure,NGSL,2494
remote,NGSL,2495
therapy,NGSL,2496
orange,NGSL,2497
twist,NGSL,2498
personnel,NGSL,2499
imagination,NGSL,2500
disagree,NGSL,2501
throat,NGSL,2502
insight,NGSL,2503
tackle,NGSL,2504
forever,NGSL,2505
exceed,NGSL,2506
expenditure,NGSL,2507
joy,NGSL,2508
pregnant,NGSL,2509
reliable,NGSL,2510
gear,NGSL,2511
poet,NGSL,2512
fortune,NGSL,2513
ceremony,NGSL,2514
pile,NGSL,2515
pig,NGSL,2516
mixture,NGSL,2517
automatically,NGSL,2518
scholar,NGSL,2519
psychological,NGSL,2520
dramatically,NGSL,2521
stake,NGSL,2522
creature,NGSL,2523
partnership,NGSL,2524
participation,NGSL,2525
clause,NGSL,2526
penalty,NGSL,2527
chamber,NGSL,2528
fancy,NGSL,2529
poetry,NGSL,2530
chat,NGSL,2531
clothing,NGSL,2532
evolve,NGSL,2533
sake,NGSL,2534
shelf,NGSL,2535
boost,NGSL,2536
tail,NGSL,2537
possession,NGSL,2538
abortion,NGSL,2539
curious,NGSL,2540
wooden,NGSL,2541
boom,NGSL,2542
tale,NGSL,2543
democratic,NGSL,2544
maintenance,NGSL,2545
consequently,NGSL,2546
pot,NGSL,2547
cow,NGSL,2548
strengthen,NGSL,2549
whilst,NGSL,2550
constraint,NGSL,2551
fold,NGSL,2552
bin,NGSL,2553
undergo,NGSL,2554
potentially,NGSL,2555
scope,NGSL,2556
pretend,NGSL,2557
diversity,NGSL,2558
allege,NGSL,2559
pride,NGSL,2560
intense,NGSL,2561
inquiry,NGSL,2562
resign,NGSL,2563
craft,NGSL,2564
strict,NGSL,2565
concrete,NGSL,2566
shell,NGSL,2567
damn,NGSL,2568
distinct,NGSL,2569
humor,NGSL,2570
limitation,NGSL,2571
indication,NGSL,2572
stability,NGSL,2573
wise,NGSL,2574
neglect,NGSL,2575
compose,NGSL,2576
jail,NGSL,2577
shelter,NGSL,2578
mere,NGSL,2579
carbon,NGSL,2580
regulate,NGSL,2581
cheese,NGSL,2582
trigger,NGSL,2583
pipe,NGSL,2584
destruction,NGSL,2585
guitar,NGSL,2586
flag,NGSL,2587
piano,NGSL,2588
magic,NGSL,2589
mystery,NGSL,2590
ski,NGSL,2591
whisper,NGSL,2592
rear,NGSL,2593
menu,NGSL,2594
species,NGSL,2595
moon,NGSL,2596
presumably,NGSL,2597
bless,NGSL,2598
airline,NGSL,2599
amendment,NGSL,2600
